Treatment,day,Rec_day_adj,KO,meanRelAbun,kcat.mod,ksys.mod,kfam.mod
RC-ABX,D2,28,K00626,0.000259414,Pyruvate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K00627,7.49E-05,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K01232,0.000108876,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K01635,9.43E-05,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K01641,0.000114984,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K01679,8.83E-05,Citrate cycle (TCA cycle) ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K02160,0.000200757,Pyruvate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K02750,7.27E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K02768,0.000220405,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K02770,0.00023278,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K02800,0.000218855,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K02822,0.000139928,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K03366,0.00010262,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K03475,0.00014036,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K08094,6.47E-05,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D2,28,K18369,0.000115038,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K00009,8.46E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K00036,0.000103499,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K00627,2.01E-05,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K00691,8.42E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K00782,4.09E-05,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K01226,3.20E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K01232,5.05E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K01575,2.97E-05,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K01621,8.34E-05,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K01635,4.50E-05,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K01641,5.45E-05,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02082,5.98E-05,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02750,1.54E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02768,0.000120339,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02770,0.000111463,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02774,9.53E-05,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02781,3.64E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02793,0.000147716,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02794,9.43E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02795,0.000151638,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02796,6.51E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02798,2.54E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02800,0.000148291,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02810,0.000175063,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K02822,9.01E-05,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K03079,7.94E-05,Pentose and glucuronate interconversions ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K03366,2.90E-05,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K03475,8.21E-05,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K03476,5.08E-05,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K06896,5.99E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K13953,3.08E-05,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K18928,4.80E-05,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K18929,6.16E-05,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K20108,5.92E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-13,K22212,3.60E-05,Pyruvate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K00009,0.000114384,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K00036,0.000170871,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K00627,0.000105137,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K00691,0.000204273,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K00782,0.000112885,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K01226,9.32E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K01232,0.000105873,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K01575,0.000140192,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K01621,0.000162448,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K01635,0.000118953,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K01641,0.000123214,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02082,0.000154466,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02750,9.64E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02768,0.000243594,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02770,0.00023673,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02774,8.81E-05,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02781,0.000118781,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02793,0.000367561,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02794,0.000216535,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02795,0.000357054,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02796,0.000177862,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02798,9.71E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02800,0.000166068,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02810,0.000229841,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K02822,0.000105568,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K03079,0.000127199,Pentose and glucuronate interconversions ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K03366,0.000109109,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K03475,0.000112039,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K03476,0.000117672,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K06896,0.000140465,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K13953,0.000128837,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K18928,0.000160679,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K18929,0.000200682,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K20108,0.000126676,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,-3,K22212,0.000109266,Pyruvate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K00009,0.00016824,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K00036,0.000113916,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K00627,0.000605905,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K00691,5.93E-07,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K00782,0,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K01226,0.000160064,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K01232,0.000285621,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K01575,0.000158183,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K01621,7.00E-06,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K01635,0.000461071,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K01641,0.000164642,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02082,0.000158673,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02750,0.000311205,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02768,0.000296738,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02770,0.000556903,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02774,0.000162088,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02781,0.000134278,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02793,0.000137159,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02794,1.59E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02795,0.000164415,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02796,1.22E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02798,0.000165406,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02800,0.000333068,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02810,0.000155351,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K02822,0.000250947,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K03079,2.25E-05,Pentose and glucuronate interconversions ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K03366,0.000415991,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K03475,0.000296683,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K03476,0,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K06896,1.11E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K13953,0.000161651,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K18928,1.11E-05,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K18929,6.51E-06,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K20108,1.27E-06,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,2,K22212,2.31E-05,Pyruvate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K00009,0.000779097,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K00036,0.000661244,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K00627,0.000764796,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K00691,0.000808045,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K00782,0.00066126,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K01226,0.000701038,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K01232,0.000764417,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K01575,0.000749949,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K01621,0.000813862,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K01635,0.000833483,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K01641,0.000620823,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02082,0.000767184,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02750,0.000728391,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02768,0.000944715,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02770,0.00092378,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02774,0.000360079,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02781,0.000663887,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02793,0.001620297,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02794,0.0009162,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02795,0.001868193,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02796,0.000816368,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02798,0.000779722,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02800,0.000888392,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02810,0.000895459,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K02822,0.000957691,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K03079,0.000708598,Pentose and glucuronate interconversions ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K03366,0.000755239,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K03475,0.001007067,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K03476,0.000684497,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K06896,0.000768959,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K13953,0.00070238,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K18928,0.000682081,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K18929,0.000686426,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K20108,0.000809012,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,4,K22212,0.00068286,Pyruvate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K00009,6.13E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K00036,0.000188387,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K00627,8.54E-05,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K00691,0.000163637,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K00782,0.000101288,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K01226,3.46E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K01232,5.26E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K01575,0.000123207,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K01621,0.000180376,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K01635,6.41E-05,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K01641,0.000111387,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02082,0.000158558,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02750,3.39E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02768,0.000245383,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02770,0.000164613,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02774,0.000159093,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02781,5.93E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02793,0.000314087,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02794,0.000187834,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02795,0.000261003,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02796,0.000163181,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02798,3.82E-05,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02800,0.000197801,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02810,0.000179113,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K02822,0.00014735,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K03079,0.000111014,Pentose and glucuronate interconversions ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K03366,0.000100723,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K03475,0.000145267,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K03476,0.000106072,Ascorbate and aldarate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K06896,0.000167581,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K13953,0.000169105,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K18928,0.000109474,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K18929,0.000199165,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K20108,0.000167577,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,14,K22212,0.000106499,Pyruvate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K00009,0.000148279,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K00036,0.000148893,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K00627,7.49E-05,Glycolysis / Gluconeogenesis ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K00691,0.000182598,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K00782,9.43E-05,Carbohydrate metabolism,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K01226,9.60E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K01232,0.000108876,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K01575,0.000126489,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K01621,0.000161997,Pentose phosphate pathway ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K01635,9.43E-05,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K01641,0.000114984,Butanoate metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K02082,0.00010155,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K02750,7.27E-05,Starch and sucrose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K02768,0.000220405,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K02770,0.00023278,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K02774,0.000114983,Galactose metabolism ,Metabolism,Carbohydrate metabolism
RC-ABX,D4,28,K02781,0.00010524,Fructose and mannose metabolism ,Metabolism,Carbohydrate metabolism
