KEGG.system,ksys.mod,KEGG.family,kfam.mod,KEGG.category,kcat.mod,KO,Desc
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],Glycolysis / Gluconeogenesis ,K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],Citrate cycle (TCA cycle) ,K01682,acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],Citrate cycle (TCA cycle) ,K01900,LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],Citrate cycle (TCA cycle) ,K01902,sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],Citrate cycle (TCA cycle) ,K01903,sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],Citrate cycle (TCA cycle) ,K01958,"PC, pyc; pyruvate carboxylase [EC:6.4.1.1]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],Citrate cycle (TCA cycle) ,K03737,"por, nifJ; pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],Citrate cycle (TCA cycle) ,K05942,E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020],Citrate cycle (TCA cycle) ,K18118,"aarC, cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00033,"PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00034,gdh; glucose 1-dehydrogenase [EC:1.1.1.47]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00036,"G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00090,ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00117,gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00131,gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00615,"E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00616,"E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00850,"pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00851,"idnK, gntK; gluconokinase [EC:2.7.1.12]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00852,"rbsK, RBKS; ribokinase [EC:2.7.1.15]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00874,kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00895,"pfp, PFP; diphosphate-dependent phosphofructokinase [EC:2.7.1.90]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00918,pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K00948,"PRPS, prsA; ribose-phosphate pyrophosphokinase [EC:2.7.6.1]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01053,"gnl, RGN; gluconolactonase [EC:3.1.1.17]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01057,"PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01619,"deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01621,"xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01623,"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01624,"FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01625,eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01690,edd; phosphogluconate dehydratase [EC:4.2.1.12]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01783,"rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01807,rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01808,rpiB; ribose 5-phosphate isomerase B [EC:5.3.1.6]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01810,"GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01835,pgm; phosphoglucomutase [EC:5.4.2.2]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K01839,deoB; phosphopentomutase [EC:5.4.2.7]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K02446,"glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K03738,aor; aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K03841,"FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K04041,"fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K06151,E1.1.99.3A; gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K06152,E1.1.99.3G; gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K06859,"pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K07404,pgl; 6-phosphogluconolactonase [EC:3.1.1.31]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K08093,hxlA; 3-hexulose-6-phosphate synthase [EC:4.1.2.43]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K08094,hxlB; 6-phospho-3-hexuloisomerase [EC:5.3.1.27]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K11529,"gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K11645,"fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K15778,pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K16306,"K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K17463,dgaF; 2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K17464,dgaA; D-glucosaminate PTS system EIIA component [EC:2.7.1.203]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K17465,dgaB; D-glucosaminate PTS system EIIB component [EC:2.7.1.203]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K17466,dgaC; D-glucosaminate PTS system EIIC component
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K17467,dgaD; D-glucosaminate PTS system EIID component
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K17468,dgaE; D-glucosaminate-6-phosphate ammonia-lyase [EC:4.3.1.29]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],Pentose phosphate pathway ,K21071,"pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00002,"AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00008,"SORD, gutB; L-iditol 2-dehydrogenase [EC:1.1.1.14]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00012,"UGDH, ugd; UDPglucose 6-dehydrogenase [EC:1.1.1.22]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00039,rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00040,uxuB; fructuronate reductase [EC:1.1.1.57]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00041,uxaB; tagaturonate reductase [EC:1.1.1.58]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00065,kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00078,DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00699,UGT; glucuronosyltransferase [EC:2.4.1.17]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00848,rhaB; rhamnulokinase [EC:2.7.1.5]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00853,araB; L-ribulokinase [EC:2.7.1.16]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00854,"xylB, XYLB; xylulokinase [EC:2.7.1.17]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00875,"rbtK, FGGY; D-ribulokinase [EC:2.7.1.47]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00879,fucK; L-fuculokinase [EC:2.7.1.51]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00880,lyxK; L-xylulokinase [EC:2.7.1.53]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K00963,"UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01051,E3.1.1.11; pectinesterase [EC:3.1.1.11]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01195,"uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01628,fucA; L-fuculose-phosphate aldolase [EC:4.1.2.17]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01629,rhaD; rhamnulose-1-phosphate aldolase [EC:4.1.2.19]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01685,uxaA; altronate hydrolase [EC:4.2.1.7]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01686,uxuA; mannonate dehydratase [EC:4.2.1.8]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01728,pel; pectate lyase [EC:4.2.2.2]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01730,ogl; oligogalacturonide lyase [EC:4.2.2.6]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01783,"rpe, RPE; ribulose-phosphate 3-epimerase [EC:5.1.3.1]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01804,araA; L-arabinose isomerase [EC:5.3.1.4]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01805,xylA; xylose isomerase [EC:5.3.1.5]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01812,uxaC; glucuronate isomerase [EC:5.3.1.12]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01815,kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01818,fucI; L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K01820,rhaA; L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K03077,"araD, ulaF, sgaE, sgbE; L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4]"
09100 Metabolism,Metabolism,09101 Carbohydrate metabolism,Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],Pentose and glucuronate interconversions ,K03078,"ulaD, sgaH, sgbH; 3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85]"
